age,state,state.fips,origin,hiv,homeless.past.year,n,n.tx.comp.12mo,n.elig.tx.comp.12mo
15-24 years,Hawaii,15,Foreign - Born,Not Reported,No,138,111,131
15-24 years,Hawaii,15,Foreign - Born,Not Reported,Not Reported,10,7,9
15-24 years,Hawaii,15,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Idaho,16,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Idaho,16,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Idaho,16,US - Born,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
15-24 years,Idaho,16,Foreign - Born,Negative,No,8,2,5
15-24 years,Idaho,16,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Idaho,16,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Idaho,16,Foreign - Born,Not Reported,No,6,3,5
15-24 years,Idaho,16,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Idaho,16,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,US - Born,Negative,No,206,134,177
15-24 years,Illinois,17,US - Born,Negative,Yes,7,4,5
15-24 years,Illinois,17,US - Born,Negative,Not Reported,10,6,9
15-24 years,Illinois,17,US - Born,Positive,No,16,6,13
15-24 years,Illinois,17,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,US - Born,Not Reported,No,239,156,222
15-24 years,Illinois,17,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,US - Born,Not Reported,Not Reported,45,24,41
15-24 years,Illinois,17,Foreign - Born,Negative,No,275,180,210
15-24 years,Illinois,17,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,Foreign - Born,Negative,Not Reported,6,3,6
15-24 years,Illinois,17,Foreign - Born,Positive,No,11,3,8
15-24 years,Illinois,17,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,Foreign - Born,Not Reported,No,238,182,227
15-24 years,Illinois,17,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,Foreign - Born,Not Reported,Not Reported,16,10,14
15-24 years,Illinois,17,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,Not Reported,Not Reported,No,11,7,11
15-24 years,Illinois,17,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Illinois,17,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Indiana,18,US - Born,Negative,No,30,17,21
15-24 years,Indiana,18,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Indiana,18,US - Born,Not Reported,No,52,38,50
15-24 years,Indiana,18,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Indiana,18,Foreign - Born,Negative,No,56,34,39
15-24 years,Indiana,18,Foreign - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Indiana,18,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Indiana,18,Foreign - Born,Not Reported,No,53,36,46
15-24 years,Iowa,19,US - Born,Negative,No,12,7,8
15-24 years,Iowa,19,US - Born,Not Reported,No,9,4,8
15-24 years,Iowa,19,Foreign - Born,Negative,No,42,33,38
15-24 years,Iowa,19,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Iowa,19,Foreign - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Iowa,19,Foreign - Born,Not Reported,No,29,19,29
15-24 years,Iowa,19,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,US - Born,Negative,No,21,11,16
15-24 years,Kansas,20,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,Foreign - Born,Negative,No,91,61,75
15-24 years,Kansas,20,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,Foreign - Born,Not Reported,No,18,13,17
15-24 years,Kansas,20,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Kansas,20,Not Reported,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,US - Born,Negative,No,52,34,41
15-24 years,Kentucky,21,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,US - Born,Not Reported,No,32,28,30
15-24 years,Kentucky,21,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,Foreign - Born,Negative,No,74,39,50
15-24 years,Kentucky,21,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,Foreign - Born,Not Reported,No,25,17,23
15-24 years,Kentucky,21,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,Foreign - Born,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
15-24 years,Kentucky,21,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Kentucky,21,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,US - Born,Positive,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Louisiana,22,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,Foreign - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Louisiana,22,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,Foreign - Born,Positive,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Louisiana,22,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Louisiana,22,Foreign - Born,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
15-24 years,Maine,23,US - Born,Negative,No,5,4,4
15-24 years,Maine,23,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Maine,23,Foreign - Born,Negative,No,17,9,14
15-24 years,Maine,23,Foreign - Born,Not Reported,No,8,7,8
15-24 years,Maine,23,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Maryland,24,US - Born,Negative,No,88,63,73
15-24 years,Maryland,24,US - Born,Positive,No,8,5,6
15-24 years,Maryland,24,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Maryland,24,US - Born,Not Reported,No,22,15,20
15-24 years,Maryland,24,Foreign - Born,Negative,No,339,252,274
15-24 years,Maryland,24,Foreign - Born,Negative,Yes,7,5,5
15-24 years,Maryland,24,Foreign - Born,Positive,No,10,5,7
15-24 years,Maryland,24,Foreign - Born,Not Reported,No,56,44,46
15-24 years,Maryland,24,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,US - Born,Negative,No,27,16,17
15-24 years,Massachusetts,25,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,US - Born,Not Reported,No,32,25,30
15-24 years,Massachusetts,25,Foreign - Born,Negative,No,213,149,171
15-24 years,Massachusetts,25,Foreign - Born,Negative,Yes,5,3,4
15-24 years,Massachusetts,25,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,Foreign - Born,Positive,No,8,3,6
15-24 years,Massachusetts,25,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,Foreign - Born,Not Reported,No,229,166,209
15-24 years,Massachusetts,25,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Massachusetts,25,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
15-24 years,Michigan,26,US - Born,Negative,No,85,55,71
15-24 years,Michigan,26,US - Born,Negative,Not Reported,9,7,7
15-24 years,Michigan,26,US - Born,Positive,No,10,4,6
15-24 years,Michigan,26,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
15-24 years,Michigan,26,US - Born,Not Reported,No,89,53,81
15-24 years,Michigan,26,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Michigan,26,US - Born,Not Reported,Not Reported,22,11,22
15-24 years,Michigan,26,Foreign - Born,Negative,No,107,68,80
15-24 years,Michigan,26,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Michigan,26,Foreign - Born,Negative,Not Reported,6,5,5
15-24 years,Michigan,26,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Michigan,26,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Michigan,26,Foreign - Born,Not Reported,No,89,63,77
15-24 years,Michigan,26,Foreign - Born,Not Reported,Not Reported,19,13,18
15-24 years,Minnesota,27,US - Born,Negative,No,27,18,20
15-24 years,Minnesota,27,US - Born,Negative,Yes,5,4,4
15-24 years,Minnesota,27,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Minnesota,27,US - Born,Not Reported,No,8,6,8
15-24 years,Minnesota,27,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Minnesota,27,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Minnesota,27,Foreign - Born,Negative,No,496,357,391
15-24 years,Minnesota,27,Foreign - Born,Negative,Yes,8,5,8
15-24 years,Minnesota,27,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Minnesota,27,Foreign - Born,Positive,No,8,6,6
15-24 years,Minnesota,27,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Minnesota,27,Foreign - Born,Not Reported,No,124,96,117
15-24 years,Minnesota,27,Foreign - Born,Not Reported,Not Reported,6,4,6
15-24 years,Minnesota,27,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Mississippi,28,US - Born,Negative,No,108,86,92
15-24 years,Mississippi,28,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Mississippi,28,US - Born,Positive,No,5,4,4
15-24 years,Mississippi,28,Foreign - Born,Negative,No,26,18,23
15-24 years,Mississippi,28,Foreign - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Mississippi,28,Foreign - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Mississippi,28,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Mississippi,28,Not Reported,Not Reported,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Missouri,29,US - Born,Negative,No,40,25,30
15-24 years,Missouri,29,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Missouri,29,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Missouri,29,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Missouri,29,US - Born,Not Reported,No,19,15,17
15-24 years,Missouri,29,US - Born,Not Reported,Not Reported,5,3,5
15-24 years,Missouri,29,Foreign - Born,Negative,No,81,52,65
15-24 years,Missouri,29,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Missouri,29,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Missouri,29,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Missouri,29,Foreign - Born,Not Reported,No,28,20,23
15-24 years,Missouri,29,Foreign - Born,Not Reported,Not Reported,7,5,6
15-24 years,Montana,30,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Montana,30,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Montana,30,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Montana,30,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Nebraska,31,US - Born,Negative,No,7,5,5
15-24 years,Nebraska,31,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Nebraska,31,Foreign - Born,Negative,No,28,14,19
15-24 years,Nebraska,31,Foreign - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Nebraska,31,Foreign - Born,Not Reported,No,17,10,16
15-24 years,Nebraska,31,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Nevada,32,US - Born,Negative,No,31,20,24
15-24 years,Nevada,32,US - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Nevada,32,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Nevada,32,US - Born,Not Reported,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Nevada,32,Foreign - Born,Negative,No,104,68,83
15-24 years,Nevada,32,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Nevada,32,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Nevada,32,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,New Hampshire,33,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,New Hampshire,33,Foreign - Born,Negative,No,20,17,17
15-24 years,New Hampshire,33,Foreign - Born,Not Reported,No,5,5,5
15-24 years,New Jersey,34,US - Born,Negative,No,111,71,98
15-24 years,New Jersey,34,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,New Jersey,34,US - Born,Positive,No,21,2,10
15-24 years,New Jersey,34,US - Born,Not Reported,No,92,56,84
15-24 years,New Jersey,34,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,New Jersey,34,Foreign - Born,Negative,No,393,246,316
15-24 years,New Jersey,34,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,New Jersey,34,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,New Jersey,34,Foreign - Born,Positive,No,10,5,10
15-24 years,New Jersey,34,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,New Jersey,34,Foreign - Born,Not Reported,No,376,257,347
15-24 years,New Jersey,34,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,New Jersey,34,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,New Jersey,34,Not Reported,Not Reported,No,Suppressed,Not Applicable,Not Applicable
15-24 years,New Jersey,34,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
15-24 years,New Mexico,35,US - Born,Negative,No,12,8,8
15-24 years,New Mexico,35,US - Born,Not Reported,No,6,6,6
15-24 years,New Mexico,35,Foreign - Born,Negative,No,19,6,14
15-24 years,New Mexico,35,Foreign - Born,Not Reported,No,9,6,9
15-24 years,New Mexico,35,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,New York,36,US - Born,Negative,No,334,217,269
15-24 years,New York,36,US - Born,Negative,Yes,9,4,7
15-24 years,New York,36,US - Born,Negative,Not Reported,56,36,51
15-24 years,New York,36,US - Born,Positive,No,52,22,37
15-24 years,New York,36,US - Born,Positive,Yes,5,0,2
15-24 years,New York,36,US - Born,Positive,Not Reported,25,4,17
15-24 years,New York,36,US - Born,Not Reported,No,142,115,134
15-24 years,New York,36,US - Born,Not Reported,Not Reported,109,67,91
15-24 years,New York,36,Foreign - Born,Negative,No,1333,908,1068
15-24 years,New York,36,Foreign - Born,Negative,Yes,16,8,9
15-24 years,New York,36,Foreign - Born,Negative,Not Reported,92,65,87
15-24 years,New York,36,Foreign - Born,Positive,No,47,25,40
15-24 years,New York,36,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,New York,36,Foreign - Born,Positive,Not Reported,10,7,7
15-24 years,New York,36,Foreign - Born,Not Reported,No,631,459,579
15-24 years,New York,36,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,New York,36,Foreign - Born,Not Reported,Not Reported,141,99,131
15-24 years,New York,36,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,New York,36,Not Reported,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
15-24 years,New York,36,Not Reported,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,New York,36,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,New York,36,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,North Carolina,37,US - Born,Negative,No,166,123,141
15-24 years,North Carolina,37,US - Born,Negative,Yes,5,3,4
15-24 years,North Carolina,37,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,North Carolina,37,US - Born,Positive,No,11,5,6
15-24 years,North Carolina,37,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,North Carolina,37,US - Born,Not Reported,No,28,23,26
15-24 years,North Carolina,37,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,North Carolina,37,Foreign - Born,Negative,No,284,201,225
15-24 years,North Carolina,37,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,North Carolina,37,Foreign - Born,Positive,No,7,5,5
15-24 years,North Carolina,37,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,North Carolina,37,Foreign - Born,Not Reported,No,48,41,48
15-24 years,North Carolina,37,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,North Dakota,38,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,North Dakota,38,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,North Dakota,38,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,North Dakota,38,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,North Dakota,38,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,North Dakota,38,Not Reported,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,North Dakota,38,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Ohio,39,US - Born,Negative,No,77,51,63
15-24 years,Ohio,39,US - Born,Negative,Yes,8,5,8
15-24 years,Ohio,39,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Ohio,39,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Ohio,39,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Ohio,39,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Ohio,39,US - Born,Not Reported,No,28,19,25
15-24 years,Ohio,39,Foreign - Born,Negative,No,167,101,123
15-24 years,Ohio,39,Foreign - Born,Negative,Yes,10,8,9
15-24 years,Ohio,39,Foreign - Born,Positive,No,5,1,3
15-24 years,Ohio,39,Foreign - Born,Not Reported,No,68,47,62
15-24 years,Ohio,39,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Ohio,39,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Oklahoma,40,US - Born,Negative,No,64,45,55
15-24 years,Oklahoma,40,US - Born,Negative,Yes,7,6,7
15-24 years,Oklahoma,40,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Oklahoma,40,US - Born,Not Reported,No,43,37,43
15-24 years,Oklahoma,40,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Oklahoma,40,Foreign - Born,Negative,No,53,38,43
15-24 years,Oklahoma,40,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Oklahoma,40,Foreign - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Oklahoma,40,Foreign - Born,Not Reported,No,32,24,31
15-24 years,Oklahoma,40,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Oklahoma,40,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Oklahoma,40,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,US - Born,Negative,No,37,29,34
15-24 years,Oregon,41,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
15-24 years,Oregon,41,US - Born,Not Reported,No,9,5,7
15-24 years,Oregon,41,Foreign - Born,Negative,No,145,103,120
15-24 years,Oregon,41,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,Foreign - Born,Not Reported,No,21,17,20
15-24 years,Oregon,41,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Oregon,41,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Pennsylvania,42,US - Born,Negative,No,79,46,60
15-24 years,Pennsylvania,42,US - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Pennsylvania,42,US - Born,Positive,No,9,3,6
15-24 years,Pennsylvania,42,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Pennsylvania,42,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Pennsylvania,42,US - Born,Not Reported,No,65,44,60
15-24 years,Pennsylvania,42,US - Born,Not Reported,Not Reported,14,7,11
15-24 years,Pennsylvania,42,Foreign - Born,Negative,No,182,97,138
15-24 years,Pennsylvania,42,Foreign - Born,Negative,Yes,6,2,5
15-24 years,Pennsylvania,42,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Pennsylvania,42,Foreign - Born,Positive,No,6,3,5
15-24 years,Pennsylvania,42,Foreign - Born,Not Reported,No,121,79,109
15-24 years,Pennsylvania,42,Foreign - Born,Not Reported,Not Reported,10,7,9
15-24 years,Pennsylvania,42,Not Reported,Negative,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Pennsylvania,42,Not Reported,Not Reported,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Rhode Island,44,US - Born,Negative,No,5,4,5
15-24 years,Rhode Island,44,US - Born,Not Reported,No,6,6,6
15-24 years,Rhode Island,44,Foreign - Born,Negative,No,40,30,36
15-24 years,Rhode Island,44,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Rhode Island,44,Foreign - Born,Not Reported,No,31,16,30
15-24 years,South Carolina,45,US - Born,Negative,No,161,113,143
15-24 years,South Carolina,45,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,South Carolina,45,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,South Carolina,45,US - Born,Positive,No,5,3,5
15-24 years,South Carolina,45,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,South Carolina,45,US - Born,Not Reported,No,23,16,18
15-24 years,South Carolina,45,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,South Carolina,45,Foreign - Born,Negative,No,109,65,79
15-24 years,South Carolina,45,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,South Carolina,45,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,South Carolina,45,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,South Carolina,45,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,South Carolina,45,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,South Dakota,46,US - Born,Negative,No,5,2,3
15-24 years,South Dakota,46,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,South Dakota,46,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,South Dakota,46,Foreign - Born,Negative,No,13,13,13
15-24 years,South Dakota,46,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Tennessee,47,US - Born,Negative,No,162,124,146
15-24 years,Tennessee,47,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Tennessee,47,US - Born,Negative,Not Reported,5,4,5
15-24 years,Tennessee,47,US - Born,Positive,No,13,3,9
15-24 years,Tennessee,47,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Tennessee,47,US - Born,Not Reported,No,43,34,42
15-24 years,Tennessee,47,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Tennessee,47,Foreign - Born,Negative,No,133,95,107
15-24 years,Tennessee,47,Foreign - Born,Negative,Yes,6,4,6
15-24 years,Tennessee,47,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Tennessee,47,Foreign - Born,Not Reported,No,21,13,20
15-24 years,Texas,48,US - Born,Negative,No,616,411,506
15-24 years,Texas,48,US - Born,Negative,Yes,10,4,8
15-24 years,Texas,48,US - Born,Positive,No,65,21,46
15-24 years,Texas,48,US - Born,Positive,Yes,8,4,7
15-24 years,Texas,48,US - Born,Not Reported,No,514,364,461
